age,food_item,meal_category,region,review
31,Quinoa Pulao,Indian Curry,Kerala,but I feel there are better options available.
43,Murukku,Seafood,Delhi,The ingredients felt fresh
68,Cheese Stuffed Mushroom,Cheesy,Gujarat,The food was decent
11,Kadai Paneer,Indian Curry,West Bengal,but I expected more based on the reviews.
14,Prawn Masala,Street Food,Karnataka,The ingredients felt fresh
63,Vegetable Chow Mein,Spicy,Maharashtra,but it missed the mark.
67,Samosa,Cheesy,Gujarat,The portion size was generous
33,Dal Makhani,Seafood,Karnataka,The meal had great potential but ultimately fell short.
69,Dal Tadka,Street Food,Maharashtra,but the seasoning could improve.
21,Pakoras,Cheesy,Maharashtra,The dish was well-prepared and the flavors were spot on!
40,Chili Chicken,Spicy,Maharashtra,The dish was well-prepared and the flavors were spot on!
29,Pav Bhaji,Indian Curry,Punjab,The food was decent
23,Spring Rolls,Spicy,Karnataka,making it a good value.
47,Mutton Rogan Josh,Snacks,Maharashtra,but I wouldn't order it again.
54,Chicken Vindaloo,Healthy,Karnataka,but the food was just average.
33,Dal Makhani,Healthy,Rajasthan,but I expected more based on the reviews.
36,Cheese Pav Bhaji,Snacks,Maharashtra,The meal was packed with flavor; I can't wait to have it again!
12,Kadai Paneer,Healthy,Tamil Nadu,The flavors were unique
34,Sprouted Moong Salad,Indian Curry,West Bengal,Absolutely loved the spices used; it was a delightful experience!
45,Hakka Noodles,Cheesy,Delhi,but it missed the mark.
40,Ladoo,Snacks,Gujarat,The ingredients felt fresh
40,Mixed Vegetable Stir Fry,Vegan,Karnataka,The service was excellent
15,Momos,Cheesy,Tamil Nadu,but I think it could use a bit more spice.
45,Stuffed Bell Peppers,Spicy,Punjab,Overall
11,Cheese Pav Bhaji,Indian Curry,Maharashtra,The dish was average; I expected more based on the hype.
67,Murukku,Indian Curry,Karnataka,but I expected more based on the reviews.
44,Oats Upma,Spicy,Karnataka,The meal had great potential but ultimately fell short.
56,Fish Curry,Dessert,Karnataka,The dish was well-prepared and the flavors were spot on!
70,Aloo Gobi,Spicy,Rajasthan,and the taste lived up to expectations.
53,Tandoori Chicken,Indian Curry,Karnataka,though not memorable.
11,Cheese Dosa,Dessert,Gujarat,The food was decent
59,Vegetable Chow Mein,Healthy,Tamil Nadu,but the food was just average.
25,Salad,Dessert,Punjab,but I wouldn't order it again.
15,Pani Puri,Indian Curry,Maharashtra,The consistency was a bit strange; not what I expected.
48,Cheese Naan,Dessert,Rajasthan,but the food was just average.
30,Spicy Prawn Curry,Spicy,Delhi,but I think it could use a bit more spice.
57,Palak Paneer,Dessert,Tamil Nadu,The food was decent
61,Prawn Masala,Seafood,Delhi,but it missed the mark.
19,Aloo Gobi,Healthy,West Bengal,The portion size was generous
43,Tandoori Fish,Street Food,Punjab,It was fine
42,Sprouted Moong Salad,Healthy,Kerala,but the food was just average.
53,Spicy Szechuan Noodles,Seafood,Kerala,but I wouldn't order it again.
52,Sev Puri,Healthy,Maharashtra,The consistency was a bit strange; not what I expected.
41,Butter Chicken,Indian Curry,Punjab,I appreciated the effort put into the dish
51,Pani Puri,Dessert,Uttar Pradesh,but the seasoning could improve.
48,Cheese Samosa,Dessert,Delhi,The consistency was a bit strange; not what I expected.
36,Jalebi,Chinese,Karnataka,It was just alright; I wouldn't go out of my way to have it again.
44,Baingan Bharta,Healthy,Maharashtra,but I expected more based on the reviews.
59,Oats Upma,Indian Curry,Karnataka,but it missed the mark.
31,Fish Curry,Vegan,Rajasthan,but it missed the mark.
65,Methi Paratha,Snacks,West Bengal,The overall experience was pleasant
24,Cheese Stuffed Mushroom,Dessert,Tamil Nadu,I found it to be too oily for my liking.
70,Rasgulla,Indian Curry,Maharashtra,The service was excellent
17,Chili Chicken,Vegan,Maharashtra,but I wouldn't order it again.
41,Tandoori Fish,Street Food,Rajasthan,Overall
53,Aloo Gobi,Street Food,Gujarat,but the food was just average.
56,Dal Makhani,Street Food,Punjab,The dish was well-prepared and the flavors were spot on!
57,Spring Rolls,Cheesy,Uttar Pradesh,The dish was well-prepared and the flavors were spot on!
10,Gulab Jamun,Cheesy,Delhi,The aroma was inviting
33,Barfi,Dessert,Delhi,and the taste lived up to expectations.
48,Sev Puri,Healthy,West Bengal,The meal was satisfying
49,Rasgulla,Vegan,Punjab,and the taste lived up to expectations.
62,Chaat,Street Food,West Bengal,making it a memorable dish.
18,Paneer Butter Masala,Snacks,Rajasthan,The dish was well-prepared and the flavors were spot on!
66,Goan Prawn Curry,Street Food,Delhi,I found it to be too oily for my liking.
19,Cheesy Garlic Bread,Dessert,Uttar Pradesh,though not memorable.
46,Bhel Puri,Vegan,Gujarat,The meal had great potential but ultimately fell short.
27,Dim Sum,Street Food,Tamil Nadu,but the food was just average.
10,Aloo Gobi,Spicy,Rajasthan,making it a memorable dish.
59,Chana Masala,Indian Curry,Rajasthan,It was okay
13,Manchurian,Street Food,Delhi,making it a good value.
27,Cheese Naan,Healthy,Delhi,It was just alright; I wouldn't go out of my way to have it again.
13,Samosa,Spicy,Delhi,It was just alright; I wouldn't go out of my way to have it again.
17,Chicken Curry,Dessert,Tamil Nadu,I enjoyed the freshness of the ingredients; it made a difference.
69,Mixed Vegetable Stir Fry,Vegan,Gujarat,Overall
56,Momos,Dessert,Rajasthan,I found the meal to be quite average; nothing particularly stood out.
46,Vada Pav,Chinese,Punjab,and every bite was a joy!
24,Spicy Prawn Curry,Indian Curry,West Bengal,The presentation was impressive
38,Momos,Spicy,Maharashtra,I found the meal to be quite average; nothing particularly stood out.
65,Fish Tikka,Vegan,Uttar Pradesh,and the taste did not disappoint.
41,Vegetable Soup,Vegan,Kerala,The ingredients felt fresh
31,Vada Pav,Street Food,West Bengal,The flavors were unique
55,Fish Tikka,Healthy,Punjab,making it a memorable dish.
35,Baingan Bharta,Spicy,Punjab,The overall experience was pleasant
57,Murukku,Street Food,Gujarat,The ingredients felt fresh
25,Paneer Tikka Masala,Chinese,Maharashtra,making it a memorable dish.
62,Vegetable Biryani,Spicy,Kerala,and the taste did not disappoint.
57,Cheesy Garlic Bread,Snacks,Karnataka,Overall
23,Spicy Szechuan Noodles,Spicy,Delhi,The portion size was generous
65,Palak Chaat,Cheesy,Tamil Nadu,but I wouldn't order it again.
25,Cheese Stuffed Mushroom,Healthy,Kerala,It was just alright; I wouldn't go out of my way to have it again.
45,Prawn Biryani,Dessert,West Bengal,but the seasoning could improve.
38,Malabar Fish Curry,Snacks,Delhi,and the taste lived up to expectations.
70,Cheese Stuffed Mushroom,Seafood,Tamil Nadu,I enjoyed it
23,Kachori,Healthy,Kerala,a satisfying meal that I would recommend.
40,Chana Masala,Spicy,West Bengal,I enjoyed it
50,Chana Masala,Street Food,Rajasthan,and I appreciated the creativity behind it.
27,Prawn Masala,Cheesy,Rajasthan,I appreciated the effort put into the dish
55,Gajar Halwa,Spicy,Rajasthan,I appreciated the effort put into the dish
69,Stuffed Bell Peppers,Seafood,Tamil Nadu,I was not a fan of the seasoning; it felt a bit off.
70,Gulab Jamun,Snacks,Punjab,The consistency was a bit strange; not what I expected.
54,Dahi Puri,Street Food,Karnataka,It was okay
27,Vegetable Soup,Street Food,Punjab,It was okay
48,Fish Tikka,Chinese,Delhi,I found it to be too oily for my liking.
33,Sev,Snacks,Delhi,The meal was satisfying
38,Tandoori Chicken,Vegan,West Bengal,The texture was perfect
46,Kachori,Cheesy,Maharashtra,though not memorable.
66,Aloo Gobi,Healthy,Gujarat,The presentation was impressive
14,Rajma Chawal,Indian Curry,Uttar Pradesh,but I wouldn't order it again.
28,Rajma Chawal,Cheesy,Rajasthan,I was left wanting more; it felt incomplete.
46,Kadai Paneer,Chinese,Rajasthan,but I think it could use a bit more spice.
19,Fish Curry,Chinese,Kerala,I enjoyed it
36,Stuffed Bell Peppers,Chinese,Karnataka,The meal was satisfying
10,Chicken Vindaloo,Seafood,Rajasthan,The meal had great potential but ultimately fell short.
15,Rajma Chawal,Cheesy,West Bengal,The flavors were unique
70,Methi Paratha,Dessert,Maharashtra,I appreciated the effort put into the dish
47,Murukku,Indian Curry,Tamil Nadu,making it a memorable dish.
24,Kachori,Vegan,Rajasthan,I found it to be too oily for my liking.
47,Hakka Noodles,Snacks,Uttar Pradesh,The dish was average; I expected more based on the hype.
51,Quinoa Pulao,Indian Curry,Karnataka,The meal was satisfying
53,Spicy Szechuan Noodles,Cheesy,Delhi,I enjoyed it
30,Peda,Chinese,Rajasthan,It was quite disappointing; I expected a lot more flavor.
39,Kuchcha Aam Ki Barfi,Vegan,West Bengal,though not memorable.
55,Kachori,Vegan,Gujarat,The texture was perfect
67,Mac and Cheese,Street Food,Gujarat,The dish was average; I expected more based on the hype.
40,Ladoo,Seafood,Punjab,and every bite was a joy!
45,Gulab Jamun,Indian Curry,Kerala,but I wouldn't order it again.
65,Bombil Fry,Snacks,Karnataka,but the seasoning could improve.
26,Ghar Ka Khana,Dessert,Punjab,The dish was average; I expected more based on the hype.
23,Pork Ribs,Street Food,Punjab,and every bite was a joy!
49,Grilled Paneer,Seafood,West Bengal,The portion size was generous
56,Sweet and Sour Chicken,Seafood,Punjab,The ingredients felt fresh
13,Grilled Paneer,Spicy,West Bengal,The dish was average; I expected more based on the hype.
15,Palak Paneer,Spicy,Punjab,The ingredients felt fresh
26,Cheesy Pasta,Healthy,Delhi,but it missed the mark.
44,Gajar Halwa,Indian Curry,Uttar Pradesh,The dish was well-prepared and the flavors were spot on!
43,Pakoras,Spicy,Rajasthan,The aroma was inviting
37,Rabri,Dessert,West Bengal,but I expected more based on the reviews.
69,Vegetable Soup,Dessert,Tamil Nadu,The meal had great potential but ultimately fell short.
13,Masala Dosa,Street Food,West Bengal,The ingredients felt fresh
46,Prawn Biryani,Healthy,Gujarat,It was fine
11,Spicy Prawn Curry,Street Food,Karnataka,but the food was just average.
26,Kheer,Dessert,Delhi,The dish was well-prepared and the flavors were spot on!
54,Bombil Fry,Cheesy,Karnataka,I appreciated the effort put into the dish
23,Chana Masala,Vegan,Uttar Pradesh,Absolutely loved the spices used; it was a delightful experience!
54,Salad,Chinese,Uttar Pradesh,but it missed the mark.
63,Kachori,Indian Curry,Delhi,It was okay
65,Stuffed Capsicum,Seafood,West Bengal,The flavors were unique
49,Spicy Szechuan Noodles,Cheesy,Delhi,I found the meal to be quite average; nothing particularly stood out.
32,Hot and Sour Soup,Snacks,West Bengal,Absolutely loved the spices used; it was a delightful experience!
28,Baingan Bharta,Chinese,Karnataka,The dish was well-prepared and the flavors were spot on!
65,Spring Rolls,Healthy,Gujarat,The texture was perfect
66,Methi Paratha,Spicy,Gujarat,but it missed the mark.
49,Prawn Biryani,Healthy,Gujarat,It was just alright; I wouldn't go out of my way to have it again.
27,Cheese Samosa,Indian Curry,Uttar Pradesh,I enjoyed the freshness of the ingredients; it made a difference.
56,Spring Rolls,Spicy,Karnataka,but the food was just average.
19,Salad,Seafood,Uttar Pradesh,The ingredients felt fresh
10,Kung Pao Chicken,Spicy,Karnataka,The aroma was inviting
25,Bhel Puri,Snacks,Rajasthan,The portion size was generous
23,Fish Curry,Dessert,Punjab,I was surprised by how bland the dish turned out to be.
29,Gulab Jamun,Chinese,West Bengal,and the taste lived up to expectations.
25,Goan Prawn Curry,Street Food,Kerala,and I appreciated the creativity behind it.
36,Prawn Biryani,Seafood,Uttar Pradesh,I was left wanting more; it felt incomplete.
29,Sweet and Sour Chicken,Chinese,Tamil Nadu,I appreciated the effort put into the dish
35,Stuffed Capsicum,Vegan,Karnataka,I was thrilled with how flavorful it was; a real treat!
52,Jalebi,Indian Curry,Rajasthan,and the taste did not disappoint.
41,Chicken Vindaloo,Vegan,Uttar Pradesh,I found the meal to be quite average; nothing particularly stood out.
48,Fish Tikka,Seafood,Tamil Nadu,It was okay
37,Vegetable Soup,Spicy,Gujarat,I found it to be too oily for my liking.
25,Kung Pao Chicken,Cheesy,Kerala,I found the meal to be quite average; nothing particularly stood out.
50,Chili Chicken,Street Food,Delhi,I appreciated the effort put into the dish
56,Dal Makhani,Spicy,West Bengal,The food was decent
49,Prawn Biryani,Seafood,Karnataka,It was okay
42,Malabar Fish Curry,Snacks,West Bengal,It was okay
36,Mac and Cheese,Dessert,Delhi,The ingredients felt fresh
48,Gulab Jamun,Healthy,Tamil Nadu,though not memorable.
63,Kadai Paneer,Chinese,Maharashtra,making it a memorable dish.
70,Kheer,Snacks,Tamil Nadu,but I think it could use a bit more spice.
10,Mac and Cheese,Snacks,Gujarat,I was not a fan of the seasoning; it felt a bit off.
27,Gajar Halwa,Cheesy,Maharashtra,The portion size was generous
33,Vegetable Biryani,Seafood,Karnataka,but the seasoning could improve.
38,Vegetable Biryani,Cheesy,Gujarat,The flavors were unique
54,Cheese Dosa,Street Food,Punjab,The ingredients felt fresh
63,Prawn Biryani,Spicy,West Bengal,I was surprised by how bland the dish turned out to be.
25,Malabar Fish Curry,Chinese,Karnataka,making it a memorable dish.
62,Methi Paratha,Cheesy,West Bengal,The flavors were unique
12,Chaat,Indian Curry,Karnataka,but I wouldn't order it again.
35,Malabar Fish Curry,Spicy,Gujarat,The overall experience was pleasant
30,Kadai Paneer,Snacks,Karnataka,I appreciated the effort put into the dish
66,Zucchini Noodles,Chinese,Karnataka,though not memorable.
63,Murukku,Seafood,West Bengal,The aroma was inviting
28,Paneer Tikka Masala,Snacks,Uttar Pradesh,but the seasoning could improve.
48,Sweet and Sour Chicken,Healthy,Delhi,The meal was packed with flavor; I can't wait to have it again!
13,Hot and Sour Soup,Vegan,Maharashtra,I found it to be too oily for my liking.
41,Rasgulla,Snacks,Uttar Pradesh,and every bite was a joy!
16,Pav Bhaji,Spicy,Tamil Nadu,but I feel there are better options available.
67,Tikki,Healthy,West Bengal,I loved the combination of flavors; it was a delightful surprise.
56,Chana Masala,Chinese,Kerala,The aroma was inviting
51,Chaat,Indian Curry,Karnataka,The presentation was impressive
22,Murukku,Street Food,Punjab,and I appreciated the creativity behind it.
26,Mac and Cheese,Seafood,Uttar Pradesh,Absolutely loved the spices used; it was a delightful experience!
35,Bhel Puri,Vegan,Tamil Nadu,The service was excellent
13,Sev Puri,Cheesy,Punjab,Absolutely loved the spices used; it was a delightful experience!
63,Crab Masala,Healthy,Gujarat,and I appreciated the creativity behind it.
21,Masala Dosa,Seafood,Uttar Pradesh,The overall experience was pleasant
28,Tandoori Fish,Chinese,Maharashtra,The dish was average; I expected more based on the hype.
34,Chana Masala,Seafood,Delhi,but I wouldn't order it again.
35,Paneer Butter Masala,Indian Curry,Maharashtra,I found the meal to be quite average; nothing particularly stood out.
28,Chili Chicken,Dessert,Maharashtra,but I think it could use a bit more spice.
20,Baingan Bharta,Healthy,Delhi,The food was decent
62,Dal Makhani,Seafood,Gujarat,and the taste did not disappoint.
37,Manchurian,Street Food,Gujarat,I loved the combination of flavors; it was a delightful surprise.
24,Chicken Vindaloo,Street Food,Tamil Nadu,but I expected more based on the reviews.
10,Hakka Noodles,Healthy,Gujarat,The dish was well-prepared and the flavors were spot on!
39,Tandoori Cauliflower,Vegan,Uttar Pradesh,making it a good value.
67,Pani Puri,Spicy,Punjab,The service was excellent
13,Ladoo,Vegan,Kerala,The meal had great potential but ultimately fell short.
55,Spicy Szechuan Noodles,Street Food,Rajasthan,It was okay
52,Vegetable Biryani,Indian Curry,Tamil Nadu,I found it to be too oily for my liking.
39,Sev,Spicy,Maharashtra,I was surprised by how bland the dish turned out to be.
30,Pav Bhaji,Cheesy,Rajasthan,and the taste did not disappoint.
62,Cheese Samosa,Snacks,Uttar Pradesh,It was quite disappointing; I expected a lot more flavor.
16,Kadai Paneer,Snacks,Karnataka,but I think it could use a bit more spice.
47,Mutton Rogan Josh,Vegan,Gujarat,but I wouldn't order it again.
33,Sev,Cheesy,West Bengal,It was okay
29,Bombil Fry,Vegan,Tamil Nadu,The meal was satisfying
60,Chana Masala,Spicy,Karnataka,The meal was satisfying
59,Kheer,Dessert,Karnataka,making it a good value.
21,Crab Masala,Vegan,Punjab,making it a good value.
61,Momos,Chinese,Gujarat,I was surprised by how bland the dish turned out to be.
61,Fish Curry,Vegan,West Bengal,I was surprised by how bland the dish turned out to be.
52,Bhindi Masala,Vegan,Gujarat,I enjoyed it
60,Cheese Samosa,Dessert,Karnataka,The meal was packed with flavor; I can't wait to have it again!
18,Gulab Jamun,Snacks,Gujarat,I was not a fan of the seasoning; it felt a bit off.
57,Vegan Pulao,Cheesy,Delhi,The consistency was a bit strange; not what I expected.
42,Tandoori Cauliflower,Healthy,Kerala,The dish was average; I expected more based on the hype.
38,Spicy Szechuan Noodles,Seafood,Tamil Nadu,The service was excellent
38,Paneer Butter Masala,Healthy,Punjab,but I think it could use a bit more spice.
50,Vegetable Biryani,Cheesy,Uttar Pradesh,but it missed the mark.
46,Ghar Ka Khana,Snacks,Tamil Nadu,but the food was just average.
38,Cheesy Veggie Wrap,Dessert,Punjab,The overall experience was pleasant
49,Fish Fry,Indian Curry,Kerala,but the food was just average.
32,Vegetable Soup,Cheesy,Uttar Pradesh,but I expected more based on the reviews.
45,Chaat,Seafood,Punjab,The dish was average; I expected more based on the hype.
16,Barfi,Spicy,Gujarat,The dish was well-prepared and the flavors were spot on!
25,Prawn Biryani,Chinese,Kerala,but I wouldn't order it again.
54,Kuchcha Aam Ki Barfi,Indian Curry,Punjab,making it a good value.
42,Cheese Dosa,Chinese,Karnataka,It was okay
64,Gulab Jamun,Snacks,Uttar Pradesh,but I wouldn't order it again.
38,Bhel Puri,Spicy,Gujarat,I enjoyed the freshness of the ingredients; it made a difference.
38,Gulab Jamun,Dessert,West Bengal,It was fine
23,Paneer Tikka,Spicy,Karnataka,The consistency was a bit strange; not what I expected.
28,Chicken Vindaloo,Indian Curry,Delhi,The aroma was inviting
48,Spring Rolls,Street Food,Karnataka,a satisfying meal that I would recommend.
58,Vegetable Biryani,Seafood,Kerala,but the seasoning could improve.
51,Mutton Rogan Josh,Seafood,Gujarat,I found it to be too oily for my liking.
70,Kuchcha Aam Ki Barfi,Healthy,Tamil Nadu,The aroma was inviting
18,Prawn Masala,Seafood,Gujarat,and the taste did not disappoint.
62,Cheese Dosa,Spicy,Karnataka,but it missed the mark.
39,Rabri,Healthy,Delhi,I found it to be too oily for my liking.
56,Vegetable Chow Mein,Healthy,Delhi,but I think it could use a bit more spice.
34,Vada Pav,Cheesy,Delhi,but I feel there are better options available.
24,Tandoori Chicken,Cheesy,Gujarat,The ingredients felt fresh
25,Rabri,Dessert,Rajasthan,a satisfying meal that I would recommend.
39,Masala Dosa,Seafood,Karnataka,I appreciated the effort put into the dish
12,Spicy Prawn Curry,Dessert,Karnataka,a satisfying meal that I would recommend.
20,Pani Puri,Spicy,Uttar Pradesh,The overall experience was pleasant
56,Kung Pao Chicken,Street Food,Tamil Nadu,Overall
68,Pakoras,Street Food,Punjab,It was quite disappointing; I expected a lot more flavor.
31,Vegetable Biryani,Street Food,Kerala,The meal had great potential but ultimately fell short.
48,Prawn Masala,Cheesy,Uttar Pradesh,I found the meal to be quite average; nothing particularly stood out.
28,Spring Rolls,Vegan,Rajasthan,The portion size was generous
35,Kheer,Spicy,Karnataka,The food was decent
27,Prawn Biryani,Spicy,Punjab,I enjoyed the freshness of the ingredients; it made a difference.
66,Prawn Masala,Seafood,Karnataka,and every bite was a joy!
16,Chicken Curry,Indian Curry,Kerala,but I think it could use a bit more spice.
15,Cheesy Garlic Bread,Indian Curry,Uttar Pradesh,and I appreciated the creativity behind it.
24,Chili Chicken,Street Food,Delhi,I was not a fan of the seasoning; it felt a bit off.
51,Tandoori Cauliflower,Spicy,Rajasthan,The meal was packed with flavor; I can't wait to have it again!
25,Tikki,Dessert,Gujarat,a satisfying meal that I would recommend.
63,Kachori,Chinese,Tamil Nadu,I enjoyed it
19,Stuffed Bell Peppers,Street Food,Punjab,The ingredients felt fresh
15,Aloo Gobi,Dessert,Punjab,I loved the combination of flavors; it was a delightful surprise.
55,Mutton Rogan Josh,Spicy,Karnataka,and the taste lived up to expectations.
58,Fish Curry,Cheesy,Kerala,The ingredients felt fresh
63,Bombil Fry,Snacks,Karnataka,The food was decent
58,Murukku,Vegan,Tamil Nadu,It was just alright; I wouldn't go out of my way to have it again.
63,Ghar Ka Khana,Spicy,Maharashtra,The portion size was generous
55,Chili Chicken,Healthy,Rajasthan,Absolutely loved the spices used; it was a delightful experience!
64,Chaat,Seafood,Delhi,making it a memorable dish.
44,Rasgulla,Snacks,Maharashtra,I enjoyed the freshness of the ingredients; it made a difference.
58,Tandoori Chicken,Street Food,Punjab,The meal was packed with flavor; I can't wait to have it again!
28,Peda,Seafood,Punjab,It was just alright; I wouldn't go out of my way to have it again.
66,Cheese Stuffed Mushroom,Vegan,Maharashtra,but it missed the mark.
30,Spring Rolls,Snacks,Uttar Pradesh,The texture was perfect
52,Pani Puri,Cheesy,Gujarat,making it a memorable dish.
66,Hakka Noodles,Snacks,West Bengal,The flavors were unique
10,Vada Pav,Dessert,Delhi,I found the meal to be quite average; nothing particularly stood out.
33,Samosa,Snacks,Delhi,I was left wanting more; it felt incomplete.
12,Cheesy Pasta,Chinese,Punjab,The dish was average; I expected more based on the hype.
33,Vegetable Biryani,Indian Curry,Tamil Nadu,I enjoyed it
30,Barfi,Spicy,Delhi,The portion size was generous
14,Sev,Healthy,Rajasthan,a satisfying meal that I would recommend.
23,Dahi Puri,Cheesy,Delhi,I was thrilled with how flavorful it was; a real treat!
55,Ladoo,Street Food,Karnataka,a satisfying meal that I would recommend.
55,Methi Paratha,Vegan,Tamil Nadu,Overall
25,Quinoa Pulao,Indian Curry,Delhi,The texture was perfect
33,Fish Tikka,Seafood,Rajasthan,I enjoyed it
15,Tandoori Cauliflower,Street Food,Delhi,The portion size was generous
31,Cheesy Pasta,Seafood,West Bengal,I enjoyed the freshness of the ingredients; it made a difference.
32,Crab Masala,Snacks,Kerala,The ingredients felt fresh
38,Dhokla,Seafood,Delhi,and the taste lived up to expectations.
47,Kachori,Spicy,Maharashtra,The service was excellent
20,Sev Puri,Seafood,Uttar Pradesh,The meal was packed with flavor; I can't wait to have it again!
66,Sprouted Moong Salad,Healthy,Tamil Nadu,but I feel there are better options available.
48,Salad,Dessert,Punjab,The aroma was inviting
48,Pani Puri,Cheesy,Karnataka,I was left wanting more; it felt incomplete.
38,Kung Pao Chicken,Snacks,Tamil Nadu,but I feel there are better options available.
19,Quinoa Pulao,Spicy,Delhi,making it a good value.
40,Chana Masala,Dessert,Karnataka,I loved the combination of flavors; it was a delightful surprise.
16,Tikki,Dessert,Punjab,and every bite was a joy!
16,Fish Curry,Chinese,Uttar Pradesh,The dish was average; I expected more based on the hype.
41,Stuffed Capsicum,Dessert,Delhi,It was fine
30,Vegetable Soup,Seafood,Delhi,though not memorable.
48,Pani Puri,Vegan,Kerala,making it a memorable dish.
29,Butter Chicken,Healthy,Tamil Nadu,making it a good value.
55,Kachori,Indian Curry,Punjab,Absolutely loved the spices used; it was a delightful experience!
17,Quinoa Pulao,Chinese,Tamil Nadu,I enjoyed the freshness of the ingredients; it made a difference.
18,Crab Masala,Chinese,Karnataka,I found the meal to be quite average; nothing particularly stood out.
40,Gajar Halwa,Dessert,Uttar Pradesh,making it a good value.
18,Tandoori Chicken,Cheesy,Uttar Pradesh,I was thrilled with how flavorful it was; a real treat!
60,Chicken Curry,Indian Curry,Karnataka,but I think it could use a bit more spice.
53,Spring Rolls,Chinese,Kerala,but the food was just average.
19,Chili Chicken,Chinese,Rajasthan,It was fine
43,Cheese Naan,Chinese,Punjab,but I expected more based on the reviews.
27,Gulab Jamun,Healthy,Rajasthan,The dish was average; I expected more based on the hype.
70,Kachori,Healthy,Karnataka,Absolutely loved the spices used; it was a delightful experience!
68,Zucchini Noodles,Street Food,Rajasthan,The aroma was inviting
58,Peda,Snacks,Kerala,Overall
30,Bombil Fry,Snacks,Tamil Nadu,and the taste did not disappoint.
16,Momos,Cheesy,Delhi,The dish was average; I expected more based on the hype.
47,Kachori,Seafood,Karnataka,and the taste did not disappoint.
28,Aloo Gobi,Snacks,Maharashtra,I was not a fan of the seasoning; it felt a bit off.
20,Cheesy Garlic Bread,Dessert,Maharashtra,The presentation was impressive
70,Pork Ribs,Snacks,Punjab,I found it to be too oily for my liking.
34,Butter Chicken,Vegan,Uttar Pradesh,The portion size was generous
40,Sev Puri,Healthy,Uttar Pradesh,Overall
42,Barfi,Dessert,Kerala,but I think it could use a bit more spice.
55,Manchurian,Street Food,Maharashtra,The dish was well-prepared and the flavors were spot on!
40,Chaat,Cheesy,Delhi,I was surprised by how bland the dish turned out to be.
54,Samosa,Cheesy,Uttar Pradesh,The food was decent
62,Samosa,Indian Curry,Tamil Nadu,The meal was packed with flavor; I can't wait to have it again!
54,Dahi Puri,Healthy,Kerala,but I feel there are better options available.
15,Cheese Dosa,Seafood,West Bengal,It was quite disappointing; I expected a lot more flavor.
41,Tandoori Fish,Chinese,Rajasthan,The food was decent
51,Vegetable Chow Mein,Street Food,Maharashtra,but I think it could use a bit more spice.
11,Chili Chicken,Vegan,Delhi,Absolutely loved the spices used; it was a delightful experience!
25,Bhel Puri,Chinese,Karnataka,It was quite disappointing; I expected a lot more flavor.
52,Salad,Dessert,Maharashtra,making it a good value.
69,Vegetable Soup,Snacks,Gujarat,but the food was just average.
12,Cheese Dosa,Seafood,Rajasthan,The service was excellent
39,Cheesy Pasta,Seafood,West Bengal,I found the meal to be quite average; nothing particularly stood out.
36,Stuffed Bell Peppers,Seafood,Kerala,making it a good value.
38,Salad,Chinese,Uttar Pradesh,I was left wanting more; it felt incomplete.
30,Sev,Vegan,Punjab,The meal had great potential but ultimately fell short.
70,Murukku,Healthy,Uttar Pradesh,I was not a fan of the seasoning; it felt a bit off.
15,Stuffed Bell Peppers,Spicy,Uttar Pradesh,making it a memorable dish.
64,Sev,Dessert,Punjab,I appreciated the effort put into the dish
42,Chicken Vindaloo,Cheesy,Kerala,I found the meal to be quite average; nothing particularly stood out.
60,Chicken Curry,Vegan,Gujarat,I was left wanting more; it felt incomplete.
14,Gajar Halwa,Seafood,Punjab,but I think it could use a bit more spice.
12,Mutton Rogan Josh,Vegan,Uttar Pradesh,I loved the combination of flavors; it was a delightful surprise.
63,Zucchini Noodles,Vegan,Rajasthan,I was surprised by how bland the dish turned out to be.
65,Peda,Seafood,Gujarat,I enjoyed the freshness of the ingredients; it made a difference.
10,Peda,Cheesy,Uttar Pradesh,I appreciated the effort put into the dish
46,Oats Upma,Snacks,Kerala,I enjoyed it
60,Methi Paratha,Cheesy,Uttar Pradesh,I enjoyed it
39,Sweet and Sour Chicken,Snacks,Rajasthan,but the seasoning could improve.
56,Pork Ribs,Seafood,Punjab,The presentation was impressive
61,Rajma,Cheesy,Karnataka,but it missed the mark.
52,Sev Puri,Spicy,Uttar Pradesh,The overall experience was pleasant
52,Kheer,Indian Curry,Maharashtra,The food was decent
35,Vegetable Biryani,Dessert,Maharashtra,The meal was packed with flavor; I can't wait to have it again!
28,Cheese Dosa,Snacks,Maharashtra,and every bite was a joy!
28,Bhindi Masala,Vegan,Maharashtra,I appreciated the effort put into the dish
66,Vegetable Chow Mein,Snacks,Punjab,I appreciated the effort put into the dish
32,Methi Paratha,Seafood,Karnataka,though not memorable.
61,Fried Rice,Seafood,Gujarat,I was surprised by how bland the dish turned out to be.
56,Ghar Ka Khana,Seafood,Punjab,The dish was average; I expected more based on the hype.
52,Aloo Tikki,Cheesy,West Bengal,Absolutely loved the spices used; it was a delightful experience!
30,Gulab Jamun,Chinese,Delhi,The portion size was generous
53,Spicy Szechuan Noodles,Seafood,Delhi,The texture was perfect
57,Kachori,Spicy,Uttar Pradesh,Overall
14,Murukku,Street Food,Kerala,The service was excellent
35,Fish Curry,Indian Curry,Tamil Nadu,The flavors were unique
36,Dal Tadka,Dessert,Delhi,The texture was perfect
